Global_active_power,Global_reactive_power,Voltage,Global_intensity,Sub_metering_1,Sub_metering_2,Sub_metering_3
1.232,0,241.48,5,0,0,18
2.01,0.1,240.27,8.4,0,0,18
1.802,0.202,240.15,7.4,0,2,18
2.768,0.074,239.04,11.8,0,0,18
0.252,0,244.73,1,0,1,0
0.29,0,244.28,1.2,0,0,0
1.662,0.06,243.99,6.8,0,1,19
1.472,0.046,242.77,6,0,1,18
1.866,0.294,238.22,7.8,0,1,18
1.28,0,240.18,5.2,0,0,18
2.32,0,241.57,9.6,0,0,0
0.264,0,248.15,1,0,0,1
1.312,0.082,248.96,5.2,0,1,1
0.518,0.056,243.8,2,0,0,1
1.286,0.058,238.69,5.4,1,0,18
0.352,0.212,238.8,1.6,0,0,1
1.384,0.092,239.83,5.8,0,0,18
0.336,0.112,245.1,1.4,0,0,0
0.46,0.32,235.53,2.4,0,2,0
0.36,0.104,241.82,1.6,0,0,1
0.332,0.118,243.6,1.4,0,0,0
0.382,0.124,244.96,1.6,0,0,1
0.216,0,240.48,0.8,0,0,0
0.278,0.176,242.59,1.4,1,0,0
0.306,0.11,245.25,1.4,0,0,0
0.206,0.132,239.66,1,0,0,0
2.06,0.06,237.24,8.6,1,0,18
0.688,0.13,238.34,3.2,0,0,2
1.6,0.142,240.4,6.6,0,2,18
0.326,0.102,243.54,1.4,0,0,0
2.442,0.196,239.99,10.2,0,2,18
0.428,0.208,238.39,2,0,1,0
0.4,0.206,245.07,1.8,0,0,0
0.416,0.228,242.37,1.8,0,1,1
1.996,0.34,234.78,8.6,0,1,17
0.314,0.25,240.13,1.6,0,1,0
1.5,0.25,243.28,6.2,0,1,18
0.246,0,242.59,1,0,0,1
0.246,0,241.41,1,0,0,1
0.498,0.336,243.93,2.4,0,1,0
0.324,0.136,244.43,1.4,0,0,0
0.392,0.28,244.89,2,0,0,0
0.284,0.102,241.48,1.2,0,0,0
0.398,0,237.1,2,0,0,1
1.392,0,238.22,5.8,0,0,18
0.308,0.06,242.72,1.2,0,0,0
0.292,0.064,241.02,1.2,0,2,0
0.672,0.074,243.47,2.8,0,0,0
0.29,0.074,243.42,1.2,0,0,0
0.256,0,242.25,1,0,0,0
0.238,0.136,243.3,1,0,0,1
1.33,0.11,240.55,5.4,0,2,18
0.216,0,241.48,0.8,0,0,0
0.334,0.106,239.55,1.4,0,1,0
0.224,0,242.17,1,0,0,0
1.376,0.074,237.01,5.8,0,1,17
0.226,0,240.92,1,0,0,0
0.29,0.12,243.98,1.4,0,2,1
4.012,0.214,236.72,17,37,1,17
0.224,0,243.58,1,0,0,0
0.224,0.05,241.82,1,0,0,1
1.33,0.058,240.11,5.4,0,0,19
0.12,0,242.82,0.6,0,0,0
0.43,0.062,242.92,2,0,0,0
1.412,0.116,244.3,5.8,0,0,19
1.782,0.1,240.4,7.4,0,1,19
0.312,0.084,243.07,1.2,0,0,0
0.868,0.21,242.71,3.6,0,1,0
0.548,0.28,241.14,2.4,2,0,0
1.09,0,244.26,4.4,0,0,0
1.52,0.074,242.35,6.2,0,0,18
0.396,0.232,239.57,1.8,0,2,0
1.86,0.07,239.85,7.6,1,0,18
0.426,0.266,241.23,2,0,2,0
0.29,0.214,235.09,1.4,0,2,0
1.628,0.33,239.9,7,0,2,18
2.398,0.056,242.72,9.8,0,2,18
1.48,0.108,240.21,6.2,0,0,20
1.308,0.094,236.21,5.4,0,1,17
3.728,0.182,232.29,16,0,18,17
1.694,0.458,238.57,7.2,0,1,18
0.61,0.064,241.26,2.4,0,0,0
2.43,0.16,237.09,10.2,0,0,18
1.688,0.122,240.86,7,1,0,1
2.02,0,238.45,8.4,0,1,18
0.398,0.11,241.85,1.8,0,1,0
0.41,0.188,239.71,1.8,0,0,1
0.318,0.162,238.81,1.4,0,0,0
0.322,0.132,243.71,1.4,0,0,0
0.34,0.142,245.94,1.4,0,1,1
0.218,0.108,242.95,1,0,1,1
1.03,0.302,240.25,4.6,1,0,5
1.068,0.064,241.17,4.6,0,0,0
1.338,0,242.48,5.4,0,0,18
0.234,0.126,244.09,1,0,0,0
1.754,0.098,247.06,7,0,0,0
1.354,0,240.33,5.6,0,0,18
1.85,0.1,240.05,7.6,0,0,18
1.422,0.1,241.43,5.8,0,0,18
1.55,0.126,242.42,6.4,0,0,18
0.744,0.446,243.21,4.6,0,0,0
0.436,0.298,241.98,2.2,0,0,0
2.6,0,235.53,11.8,0,0,1
0.144,0,241.87,0.6,0,0,0
0.788,0.058,241.66,3.4,0,0,0
1.416,0.046,238.3,5.8,0,0,18
1.422,0.088,243.98,5.8,0,0,19
1.89,0.234,240.44,7.8,1,1,19
1.26,0.27,242.77,5.2,0,2,0
0.296,0.092,242.23,1.2,0,1,0
1.412,0.112,242.01,5.8,0,0,18
3.158,0.106,238.9,13.2,0,4,18
0.274,0.054,243.03,1.2,0,0,0
1.028,0.426,239.84,4.6,0,2,0
0.512,0.106,240.77,2.4,0,1,1
3.454,0.138,235.8,14.6,0,35,17
3.478,0,234.7,14.8,37,0,17
0.254,0,239.22,1,0,0,0
0.316,0.048,235.82,1.4,0,0,0
1.636,0.22,239,6.8,0,0,13
4.076,0.218,236.36,17.4,0,0,18
0.378,0,231.16,1.6,0,0,1
2.582,0.186,239.36,11.4,15,1,18
1.528,0.306,239.39,6.4,0,1,18
1.526,0,241.96,6.2,0,0,18
0.344,0.218,240.66,1.6,0,2,1
3.578,0,237.26,15,38,0,17
0.384,0.2,241.64,1.8,0,0,0
0.272,0,240.74,1.2,0,1,0
0.43,0.228,243.56,2,0,3,0
0.356,0.112,247.88,1.4,0,2,0
1.408,0.048,239.88,5.8,0,1,18
0.292,0.07,242.06,1.2,0,0,1
0.952,0.302,243.66,4,0,0,12
0.336,0.198,237.66,1.6,0,0,1
3.31,0.048,236.38,14,0,0,17
1.23,0.046,234.4,5.2,0,0,17
1.566,0.292,240.87,6.6,0,1,18
0.326,0.074,244.31,1.4,0,0,0
2.08,0,239.12,8.6,0,0,18
0.286,0.09,240.59,1.2,0,0,0
0.284,0.11,241.55,1.2,0,2,1
1.482,0.14,235.98,6.2,0,1,18
2.222,0.06,239.45,9.2,1,0,19
0.688,0.22,241.45,3,0,2,1
0.458,0.236,239.55,2,0,2,0
0.374,0.09,238.84,1.6,0,0,1
1.14,0.048,236.13,4.8,0,0,17
0.308,0.094,239.94,1.4,0,1,0
1.596,0.214,240.01,6.6,1,0,18
0.252,0,241.72,1,0,0,1
0.25,0,244.72,1,0,0,0
0.742,0.196,238.01,3.2,0,0,0
0.472,0.318,242.71,2.2,0,1,1
1.66,0.06,240.66,6.8,0,0,19
1.474,0.21,238.04,6.2,0,0,18
0.636,0.048,242.41,3,0,0,0
1.448,0.116,247.45,5.8,0,1,20
1.424,0,241.12,6,0,0,19
1.028,0.218,240.72,4.4,2,0,1
0.524,0.404,247.4,2.6,0,1,1
0.272,0.124,240.3,1.2,0,0,1
0.08,0,240.55,0.2,0,0,1
0.102,0,236.11,0.4,0,0,0
0.412,0.23,243.18,1.8,1,2,1
0.332,0.128,248.01,1.4,0,1,1
0.33,0,243.5,1.6,0,0,0
1.95,0.364,241.96,8.2,0,1,18
1.382,0.146,238.86,5.8,0,0,17
0.482,0.062,246.83,2.2,0,0,0
0.226,0,245.71,1,0,0,0
1.594,0.09,240.85,6.6,0,0,18
1.788,0.298,238.67,7.6,0,1,1
1.922,0.298,237.05,8.2,0,1,18
0.344,0.216,243.64,1.6,0,0,0
1.132,0.248,242.38,4.8,0,0,1
1.546,0.076,243,6.2,0,0,18
3.912,0.456,238.03,16.4,38,2,1
0.344,0.096,242.43,1.4,0,0,1
2.006,0.136,243.3,8.2,0,0,18
0.214,0.094,235.69,1,0,0,0
1.538,0.146,240.53,6.4,0,0,17
0.256,0.152,238.69,1.4,0,2,0
2.692,0,234,11.6,0,0,0
0.226,0,243.86,1,0,0,0
0.262,0,241.27,1.2,0,0,0
0.466,0.338,246.76,2.2,0,1,0
1.72,0.198,241.28,7.2,0,0,18
2.616,0.046,236.38,11,0,0,18
2.502,0.366,238.41,10.6,0,0,0
0.432,0.236,243.78,2,0,1,1
1.48,0,240.49,6.2,0,0,19
1.332,0,240.18,5.4,0,0,0
0.372,0.05,236.99,1.6,0,0,0
3.066,0.228,241.25,13,2,28,18
0.968,0.346,243.29,4.2,0,2,12
0.21,0.09,239.21,1,0,0,1
1.852,0.566,240.17,8,0,2,18
0.412,0.176,240.97,1.8,0,1,1
2.594,0.276,239.6,11.2,0,0,18
0.256,0,243.23,1,0,0,1
1.234,0.106,238.91,5.4,0,0,0
1.552,0.058,232.21,6.6,0,0,17
0.444,0.198,243.67,2,0,0,0
0.31,0,240.49,1.4,0,0,0
1.412,0.26,244.44,5.8,0,1,19
0.326,0.152,246.5,1.4,0,0,0
0.806,0.106,233.27,3.4,0,0,0
0.388,0.374,232.58,2.2,0,2,0
0.568,0.058,241.45,2.4,0,1,1
1.662,0.168,234.44,7,0,1,0
2.166,0.622,238.78,9.8,0,0,18
0.3,0.242,240.93,1.6,0,1,0
0.396,0,242.28,1.8,0,0,0
0.196,0.082,236.47,0.8,0,0,0
0.236,0.104,241.69,1,0,1,1
1.41,0.086,240.82,5.8,0,0,19
1.396,0.054,239.26,5.8,1,0,19
1.696,0.234,238.68,7,1,5,18
0.862,0,240.63,3.6,0,0,1
1.43,0.06,241.38,5.8,0,0,18
1.2,0.278,240.87,5,0,0,11
3.978,0.164,237.66,16.6,0,36,17
2.892,0.4,238.56,12.2,1,1,18
0.452,0.218,243.2,2,0,1,0
0.326,0.088,244.43,1.4,0,0,1
0.966,0.278,238.94,4.2,0,0,12
0.392,0.216,242.13,1.8,0,0,0
4.938,0.14,237.01,20.8,0,38,17
0.27,0.108,240.76,1.2,0,0,0
0.348,0.14,241.64,1.6,0,0,0
0.48,0.052,236.97,2.2,0,0,0
0.266,0.112,244.83,1.2,0,1,1
1.36,0.586,240.43,6.2,0,0,13
0.424,0.23,239.37,2,0,2,0
0.236,0,241.51,1,0,0,0
1.454,0.168,241.71,6,0,0,0
0.234,0,248.3,1,0,0,0
0.348,0,235.71,1.8,0,0,0
2.95,0.17,231.05,12.8,36,1,0
1.238,0.078,239.23,5.2,0,0,17
0.12,0,236.92,0.6,0,0,0
0.4,0.238,243.63,2,0,0,0
0.38,0.17,244.01,1.6,0,1,1
0.206,0,242.57,0.8,0,0,0
1.35,0.094,241.67,5.6,0,0,18
2.3,0,235.92,9.6,0,0,17
1.354,0.078,237.85,5.6,0,0,18
0.386,0.224,243.26,1.8,0,1,0
2.868,0.114,240.43,11.8,0,0,18
4.818,0.102,233.14,20.6,0,35,17
0.252,0.124,237.93,1.2,0,0,0
0.134,0,238.68,0.6,0,0,1
0.19,0.084,233.13,0.8,0,1,0
1.282,0,242.96,5.2,0,0,1
2.252,0.084,244.59,9.2,0,0,19
0.232,0.134,240.97,1,0,0,0
0.256,0,241.34,1,0,0,0
0.622,0.318,242.56,2.8,0,2,0
0.322,0,246.62,1.4,0,0,0
3.03,0.068,237.67,12.6,0,0,18
0.366,0.104,242.65,1.6,0,0,0
1.326,0,244.85,5.4,0,0,18
1.252,0,238.47,5.2,1,0,19
0.274,0,246.13,1,0,0,1
0.49,0.092,237.41,2.2,0,0,0
0.296,0.072,243.23,1.2,0,0,0
0.418,0,243.83,1.8,0,0,0
0.41,0.324,238.89,2.2,0,2,1
0.258,0.16,242.34,1.2,0,0,1
2.24,0,239.08,9.4,0,0,1
1.41,0.09,241.74,5.8,0,2,19
3.734,0,235.75,15.8,37,1,17
0.08,0,240.87,0.2,0,0,1
1.382,0.258,236.68,5.8,0,1,1
0.268,0.154,242.76,1.2,0,0,1
0.312,0.076,243.99,1.2,0,0,0
0.286,0.06,242.12,1.4,0,0,0
1.154,0,237.14,4.8,0,0,17
0.33,0.05,240.9,1.4,0,0,0
3.488,0.082,237.03,14.8,34,0,17
1.972,0,239.92,8.2,0,0,18
0.224,0,244.87,1,0,0,0
0.312,0.098,240.89,1.4,0,0,0
0.394,0.232,244.29,1.8,0,1,0
0.26,0.086,239.36,1.4,0,2,0
0.434,0.12,242.96,1.8,0,0,0
1.532,0.084,237.83,6.4,0,4,17
0.324,0.124,242.25,1.4,0,0,0
0.452,0.194,240.14,2,0,2,0
1.428,0.07,247.66,5.6,0,1,19
0.322,0.24,237.65,1.6,0,2,0
2.322,0.242,237.61,9.8,0,0,27
0.246,0,242.86,1,0,0,0
0.394,0.048,241.29,1.8,0,0,0
2.15,0.518,235.36,11,0,1,12
0.35,0.22,242.35,1.6,0,0,0
0.326,0.07,245,1.4,0,0,1
0.352,0.112,243.72,1.6,0,0,0
0.318,0.074,243.33,1.2,0,0,0
0.322,0,242.9,1.4,0,0,0
0.214,0.112,241.3,1,0,1,0
2.008,0,239.87,8.2,1,0,18
1.424,0,244.13,5.8,0,0,19
0.512,0.076,241.74,2,0,0,0
1.306,0.054,244.24,5.2,0,0,18
2.57,0.194,240.04,10.6,37,1,0
0.268,0.096,240.41,1.2,0,0,1
1.82,0,238.76,7.6,0,0,18
0.282,0,241.75,1.2,0,0,0
0.574,0.212,244.15,2.4,0,0,1
3.08,0.352,238.94,12.8,0,5,18
0.24,0.1,241.58,1,0,0,1
0.31,0.1,237.29,1.4,0,0,0
0.292,0.058,240.16,1.2,0,1,0
1.502,0,238.14,6.2,0,0,18
1.536,0.18,242.06,6.4,0,0,18
1.888,0.06,244.79,7.6,0,0,19
3.09,0.15,239.27,12.8,0,1,17
0.754,0.096,243.22,3.4,0,0,0
0.348,0.13,238.68,1.4,0,1,0
0.394,0.184,242.74,1.8,0,0,0
0.386,0.132,245.23,1.8,0,2,0
5.422,0.056,239.72,22.6,1,37,18
1.936,0,240.28,8,0,0,0
2.344,0.084,240.03,9.8,0,0,18
1.36,0,239.26,5.6,0,0,18
0.32,0.06,240.32,1.4,0,0,1
1.28,0.082,236.85,5.4,0,0,18
1.252,0.082,233.69,5.2,0,1,17
0.226,0.114,241.2,1,0,2,1
1.326,0.192,237.78,5.6,0,1,17
1.682,0.222,235.42,7.2,0,0,17
3.254,0.074,234.43,13.8,0,0,17
0.644,0.216,240.51,2.8,0,1,1
0.18,0.11,238.88,0.8,0,1,0
3.542,0.05,237.05,14.8,38,0,18
0.332,0.18,237.53,1.6,0,0,0
0.208,0.052,243.94,0.8,0,0,0
0.232,0,235.6,1,0,0,1
0.328,0.092,244.48,1.4,0,0,1
0.3,0.142,244.16,1.4,0,1,0
1.448,0.328,237.78,6.2,0,1,18
2.674,0.102,237.15,11.2,0,37,1
1.506,0,240.76,6.2,0,0,18
1.324,0,242.31,5.4,0,1,0
2.056,0.186,237.65,8.6,0,0,29
1.312,0.164,236.36,5.6,0,0,18
0.23,0.118,236.13,1,0,0,0
0.264,0.128,244.55,1.2,0,1,1
0.344,0.046,243.48,1.4,0,0,0
2.032,0.054,235.65,8.6,0,0,18
2.102,0.244,239.23,9.4,0,1,0
0.774,0.414,239.91,3.8,0,2,6
0.464,0,241.03,2,0,0,0
0.328,0,244,1.4,0,0,0
0.556,0.106,244.56,2.2,0,1,1
0.676,0,239.99,2.8,0,0,0
0.382,0.192,237.68,1.8,0,1,1
1.392,0.066,239.52,5.8,0,0,18
0.424,0.048,250.84,1.8,0,0,1
0.368,0.13,243.95,1.6,0,0,1
0.238,0.12,241.31,1,0,1,0
0.27,0,243.07,1,0,0,1
1.828,0,240.03,7.6,0,0,18
1.412,0.094,247.01,5.6,0,0,0
0.318,0.104,237.65,1.4,0,0,0
0.284,0.082,246.28,1.2,0,0,0
1.31,0.242,241.45,5.6,1,2,0
0.432,0.084,242.58,2,0,0,0
3.45,0.102,237.44,14.4,0,0,18
0.954,0.232,238.91,4,0,1,12
1.668,0.186,238.34,7,0,0,18
0.254,0.116,241.52,1.2,0,0,0
0.68,0.062,241.28,2.8,0,0,0
2.934,0,235.51,12.4,0,1,17
1.414,0.246,239.88,6,0,1,0
0.32,0.124,241.45,1.4,0,0,0
1.3,0.048,239.73,5.4,1,0,1
2.096,0.178,237.24,8.8,0,0,24
0.3,0.222,243.12,1.4,0,0,0
0.37,0.228,240.18,1.8,1,0,1
2.336,0.142,244.61,9.6,0,0,18
0.444,0.21,243.01,2,0,0,0
1.452,0.06,237.8,6,2,0,18
0.252,0,247.29,1,0,0,0
0.224,0,245.1,1,0,0,0
0.572,0.33,241.91,2.6,0,0,0
0.22,0,244.03,1,0,0,0
1.518,0.21,243.86,6.2,0,1,19
1.284,0.09,239.16,5.4,0,0,18
1.414,0.104,241.02,5.8,0,0,18
1.578,0.27,238.06,6.8,0,16,0
1.87,0.074,243.17,7.6,0,0,19
3.724,0.082,240.9,15.6,0,0,17
1.436,0.13,232.77,6.2,0,0,17
1.518,0.156,238.41,6.4,0,0,17
2.564,0.056,240.18,10.6,0,0,18
5.148,0.442,236.52,21.8,37,1,29
1.418,0.218,238.07,6,0,1,18
1.788,0.056,239.88,7.4,0,2,18
1.994,0.204,244.86,8.2,0,1,18
0.602,0,236.68,2.6,0,0,0
0.252,0.114,241.29,1.2,0,0,1
0.894,0.104,241.51,3.6,0,0,0
1.316,0,240.55,5.4,0,0,17
1.096,0.078,242.85,4.6,0,0,0
0.198,0.138,240.31,1,0,0,0
0.286,0.056,237.04,1.2,0,0,0
0.268,0.068,243.28,1.2,0,0,0
3.378,0.16,238.19,14.2,1,35,17
0.222,0,241.44,1,0,0,0
3.012,0.122,242.39,12.4,0,0,18
1.638,0.336,241.35,6.8,0,0,0
0.364,0.068,240.9,1.6,0,0,1
0.554,0.202,243.31,2.6,0,0,0
0.348,0.106,241.36,1.4,0,0,1
2.196,0,237.01,9.4,0,0,0
0.342,0.062,245.56,1.4,0,0,0
0.822,0.212,240.66,3.4,0,1,1
0.358,0.098,234.8,1.6,0,0,0
0.216,0,244.03,0.8,0,0,0
1.518,0.126,246.44,6.2,0,0,19
0.37,0.076,241.32,1.6,0,0,1
0.324,0.3,241.54,1.8,0,0,0
3.26,0.284,236.93,13.8,0,1,18
1.282,0.2,239.33,5.4,0,2,0
0.394,0.23,243.54,1.8,0,0,1
1.45,0.08,239.24,6,0,0,18
0.22,0,242.67,0.8,0,0,0
0.156,0,241.3,0.6,0,0,1
3.81,0,234.38,16.2,37,0,17
1.406,0.19,234.08,6,0,1,17
1.506,0.25,240.87,6.2,0,1,19
0.448,0.188,242.59,2,0,1,0
2.324,0.158,236.49,9.8,0,1,18
0.476,0.32,243.33,2.2,0,2,0
0.264,0.2,244.33,1.4,0,1,1
0.258,0.218,240.84,1.4,0,1,0
0.226,0.06,249,1,0,0,0
2.648,0,241.46,11.6,0,0,0
1.658,0.086,239.7,6.8,0,1,18
0.606,0.216,244.19,2.6,0,2,0
0.374,0.088,242.85,1.6,0,2,1
0.416,0.242,238.33,2,0,1,1
1.186,0.196,242.05,5.4,0,15,0
0.464,0.102,242.76,2,0,0,0
1.978,0.16,238.21,8.2,0,1,18
1.538,0.316,241.24,6.4,0,1,18
0.354,0.082,243.06,1.6,0,2,0
0.436,0,244.26,1.8,0,0,0
0.294,0.23,242.47,1.4,0,2,0
1.634,0.058,239.87,6.8,0,0,0
0.466,0.176,243.79,2,0,1,0
1.344,0,234.93,5.6,0,0,1
0.216,0,241.83,0.8,0,0,0
0.23,0.076,237.89,1,0,0,0
1.412,0,242.41,5.8,0,0,18
0.224,0,240.69,1.4,0,0,1
2.138,0.086,239.87,8.8,0,0,0
0.264,0,243.37,1.2,0,0,1
0.242,0.244,240.56,1.4,0,1,1
0.32,0.112,245.26,1.4,0,1,1
0.338,0.072,234.71,1.4,0,0,0
4.046,0.43,242.78,16.8,0,1,18
3.34,0.464,238.66,14.8,23,1,18
1.316,0.1,232.12,5.6,0,0,16
0.378,0.204,243.84,1.8,0,1,0
1.396,0.068,242.14,5.6,0,2,19
0.426,0,240.87,2,0,0,0
0.668,0,246.43,2.6,0,0,1
0.378,0.122,240.64,1.6,0,0,0
2.194,0,238.81,9.2,0,0,17
1.326,0,239.64,5.4,0,0,18
1.622,0,239.29,6.6,0,0,18
0.628,0.086,238.5,2.6,0,1,0
0.114,0,241.18,0.6,0,0,0
1.086,0.476,238.91,5,0,1,0
0.436,0,245.63,1.8,0,0,0
3.208,0.082,235.51,13.6,0,0,17
2.958,0.156,242.41,12.4,0,0,0
0.388,0.218,244.63,1.8,0,2,1
1.47,0.23,241.23,6,0,2,18
1.992,0.286,239.96,8.4,1,2,18
0.218,0.118,236.8,1,0,0,0
1.34,0.046,238.24,5.6,0,0,17
2.646,0,241.43,11,0,39,0
0.13,0,241.95,0.6,0,0,0
0.306,0.114,241.77,1.4,0,1,0
2.526,0.126,237.18,10.6,0,0,17
2.206,0.182,241.08,9,0,0,19
1.47,0.202,239.96,6.2,0,0,18
1.338,0,242.72,5.4,0,0,20
4.718,0.22,238.19,20.2,32,21,18
1.398,0.186,235.58,6,0,0,17
1.512,0.192,245.18,6.2,0,1,19
1.26,0.058,245.11,5.4,0,0,16
0.288,0.234,243.03,1.4,0,1,1
0.308,0.228,237.66,1.6,0,2,0
0.582,0.086,242.96,2.4,0,0,0
0.11,0,240.46,0.6,0,0,0
0.544,0.204,247.65,2.4,0,1,0
0.104,0,236.7,0.4,0,0,0
1.434,0.07,241.93,5.8,0,0,18
0.464,0.25,243.77,2.2,0,1,0
0.156,0.13,243.77,0.8,0,0,1
0.31,0.082,236.79,1.4,0,0,0
0.306,0.062,242.14,1.2,0,0,0
0.332,0.22,240.21,1.6,0,0,1
0.35,0.142,248.8,1.4,0,0,0
0.332,0.058,241.83,1.4,0,0,1
2.98,0.436,240.18,12.6,0,2,18
1.26,0.104,235.23,5.2,0,0,17
0.188,0.07,240.14,0.8,0,0,0
2.762,0,242.92,11.4,0,0,18
0.318,0.126,243.03,1.4,0,0,0
0.222,0.048,240.63,0.8,0,0,1
0.354,0.12,242.66,1.6,0,0,0
0.25,0,245.67,1,0,0,1
1.496,0.108,240.18,6.2,0,0,18
1.56,0.118,233.79,6.6,0,0,16
1.48,0.086,246.08,6,0,0,19
1.608,0.076,237.54,6.8,0,0,18
0.222,0,243.42,1,0,0,0
0.336,0.098,241.27,1.4,0,1,1
1.53,0.296,241.31,6.4,0,1,1
1.514,0.096,237.79,6.4,0,0,18
1.64,0.254,232.41,7.2,0,1,17
0.386,0.11,249.34,1.6,0,0,0
0.336,0.112,241.45,1.4,0,0,0
3.248,0.252,235.72,13.8,0,0,18
1.316,0.066,244.72,5.4,0,0,18
1.422,0.056,239.24,5.8,0,0,18
0.934,0.062,244.52,3.8,0,2,0
1.866,0.12,239.79,7.8,0,0,1
0.28,0.232,241.36,1.4,0,0,0
0.466,0.182,241.73,2.4,0,0,5
1.328,0.058,239.76,5.4,0,0,17
1.222,0.106,235.27,5.2,0,0,17
0.254,0,242.45,1.2,0,1,0
0.3,0.074,239.31,1.2,0,1,0
3.6,0.186,240.29,15,38,1,1
1.894,0.164,237.75,8,0,0,17
0.92,0.314,241.27,4.2,0,2,4
0.398,0.246,245.49,1.8,0,1,0
0.284,0.104,236.75,1.2,0,0,0
0.164,0,243.03,0.6,0,0,1
4.232,0,235.83,17.8,0,36,17
1.462,0.108,242.99,6,0,0,19
1.462,0.238,240.06,6,0,1,17
1.448,0.214,240.55,6,0,1,17
1.034,0,241.05,4.2,0,0,1
1.348,0.158,240.31,5.6,0,0,11
0.5,0.122,241.4,2,0,0,0
2.462,0.132,243.75,10,0,0,0
0.24,0.054,240.17,1.2,0,0,1
0.598,0.07,243.29,2.4,0,0,0
0.224,0,244.57,1,0,0,0
2.224,0.33,238.52,9.4,0,4,0
1.362,0.072,240.99,5.6,0,0,17
0.368,0.064,242.32,1.6,0,0,1
0.338,0.228,239.81,1.6,0,2,0
1.824,0,237.72,7.6,0,0,18
0.194,0.132,244.23,1,0,1,0
1.42,0.424,246.35,6,0,0,11
0.412,0.076,242.36,1.6,0,1,1
0.334,0.058,244.67,1.4,0,0,0
0.174,0.05,234.68,0.8,0,0,0
1.312,0,243.74,5.4,0,0,18
0.238,0.134,241.24,1,0,0,1
1.418,0.066,244.21,5.8,0,0,18
0.21,0.17,239.39,1,0,1,0
3.81,0,239.09,16,0,0,18
0.082,0,241.59,0.2,0,0,0
0.354,0.116,243.56,1.4,0,0,1
2.748,0.158,238.23,11.4,1,0,17
2.198,0.15,243.04,9,0,0,18
0.216,0,242.2,0.8,0,0,0
0.292,0,241.02,1.2,1,0,0
1.816,0.094,242.44,7.4,0,0,19
0.836,0.168,243.19,3.4,1,0,1
0.32,0.112,242.94,1.4,0,0,1
2.304,0.416,240.87,10.4,0,0,19
1.442,0.096,238.7,6,2,0,18
1.494,0.312,234.97,6.4,0,1,0
1.874,0.08,238.73,7.8,0,0,18
0.308,0.092,246.15,1.2,0,1,1
0.236,0.064,239.01,1,0,0,1
0.22,0.1,240.31,1,0,2,1
0.28,0,244.6,1.2,0,0,0
0.254,0.056,244.25,1,0,0,1
2.432,0.368,237.82,10.2,0,1,30
2.482,0.126,239.49,10.4,0,0,18
0.296,0.054,240.32,1.2,0,0,0
2.014,0.046,241.03,8.4,0,17,0
1.492,0.142,235.22,6.4,0,0,17
2.606,0.248,239.31,10.8,38,1,1
0.22,0,240.75,1,0,0,0
1.366,0,250,5.4,0,0,20
0.424,0.064,241.33,2,0,0,0
0.234,0,240.51,1,0,0,1
0.194,0,241.39,0.8,0,0,1
0.294,0.068,241.77,1.2,0,1,0
0.376,0.208,237.92,1.8,0,0,0
0.196,0,237.68,0.8,0,0,0
1.378,0.068,238.84,5.6,0,0,18
3.316,0.172,238.26,13.8,0,0,18
0.684,0.086,239.85,2.8,0,0,1
1.886,0.072,241.86,7.8,1,0,18
0.282,0.06,240.69,1.2,0,2,0
0.398,0.116,239.02,1.6,0,0,0
0.272,0,244.46,1.2,0,0,0
2.266,0.236,241.59,9.4,0,0,18
3.938,0.054,237.54,16.6,0,0,17
2.628,0.23,241.41,10.8,0,0,18
2.652,0.084,240.14,11,0,39,0
2.054,0.44,247.08,8.4,0,2,18
4.476,0.38,236.28,19,37,1,17
0.558,0.41,241.14,2.8,0,0,1
0.476,0.182,238.97,2.2,0,1,1
0.312,0,239.07,1.4,0,0,1
0.68,0.046,242.31,2.8,0,0,0
0.282,0.058,240.86,1.2,0,0,0
0.336,0,242.78,1.4,0,0,0
0.162,0,239.99,0.6,0,0,1
1.822,0,240.09,7.6,0,0,0
1.37,0.058,247.83,5.4,0,0,19
0.48,0.078,245.56,2.2,0,0,0
2.182,0.204,239.45,9,0,0,18
1.348,0.204,233.4,5.8,0,1,16
0.354,0.228,242.96,1.6,0,1,0
0.32,0,242.11,1.4,0,0,1
1.254,0.162,236.76,5.4,0,0,0
1.606,0.242,239.3,6.8,0,0,1
0.324,0.1,238.93,1.4,0,1,0
2.094,0,239.68,8.8,0,0,19
2.37,0.29,236.28,10.4,0,0,1
1.478,0.23,238.4,6.2,0,2,17
1.194,0,238.5,5,0,0,18
1.444,0.18,240.03,6,0,0,18
1.368,0,246.57,5.4,0,0,20
0.82,0.162,239.11,5.2,0,0,1
0.324,0.092,244.11,1.4,0,0,0
0.276,0.21,242.66,1.4,0,1,0
0.234,0.114,240.22,1,0,0,1
0.426,0.204,239.03,2,0,0,0
1.56,0.168,240.05,6.6,1,0,0
0.77,0.278,242.82,3.4,0,1,0
0.396,0.114,243.86,1.8,0,0,0
2.724,0.29,240.74,11.4,0,1,10
0.198,0,244.16,0.8,0,0,1
1.258,0.16,229.89,5.4,0,1,16
0.704,0.098,242.19,2.8,0,0,0
0.34,0.198,239.85,1.6,0,0,1
1.498,0.192,241.19,6.2,0,0,18
1.288,0.086,239.63,5.4,0,1,18
0.432,0.094,242.13,2,0,0,0
5.916,0.254,232.43,25.4,37,35,16
0.222,0,235.89,1,0,0,0
